央视频道,#genre#
CCTV1综合,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226190/index.m3u8
CCTV1综合,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226675/index.m3u8
CCTV1综合,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226721/index.m3u8
CCTV1综合,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227209/index.m3u8
CCTV2财经,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226178/index.m3u8
CCTV2财经,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226703/index.m3u8
CCTV2财经,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226711/index.m3u8
CCTV2财经,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227206/index.m3u8
CCTV3综艺,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227215/index.m3u8
CCTV3综艺,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227402/index.m3u8
CCTV4中文国际,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226176/index.m3u8
CCTV4中文国际,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226692/index.m3u8
CCTV4中文国际,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226899/index.m3u8
CCTV4中文国际,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227324/index.m3u8
CCTV5体育,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227218/index.m3u8
CCTV5体育,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227338/index.m3u8
CCTV5+体育赛事,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226198/index.m3u8
CCTV5+体育赛事,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226745/index.m3u8
CCTV5+体育赛事,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227236/index.m3u8
CCTV6电影,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227221/index.m3u8
CCTV6电影,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227341/index.m3u8
CCTV7国防军事,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226175/index.m3u8
CCTV7国防军事,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227350/index.m3u8
CCTV8电视剧,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227325/index.m3u8
CCTV8电视剧,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227466/index.m3u8
CCTV9记录,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226174/index.m3u8
CCTV9记录,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226734/index.m3u8
CCTV9记录,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227337/index.m3u8
CCTV10科教,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226184/index.m3u8
CCTV10科教,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226702/index.m3u8
CCTV10科教,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227321/index.m3u8
CCTV11戏曲,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226753/index.m3u8
CCTV11戏曲,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227251/index.m3u8
CCTV12社会与法,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226183/index.m3u8
CCTV12社会与法,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226736/index.m3u8
CCTV12社会与法,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227343/index.m3u8
CCTV13新闻,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226729/index.m3u8
CCTV13新闻,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227333/index.m3u8
CCTV14少儿,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226182/index.m3u8
CCTV14少儿,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226720/index.m3u8
CCTV14少儿,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227349/index.m3u8
CCTV15音乐,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226796/index.m3u8
CCTV15音乐,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227361/index.m3u8
CCTV16奥林匹克,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227071/index.m3u8
CCTV16奥林匹克,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227074/index.m3u8
CCTV16奥林匹克,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227346/index.m3u8
CCTV17农业农村,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226841/index.m3u8
CCTV17农业农村,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226869/index.m3u8
CCTV17农业农村,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227352/index.m3u8
CCTV兵器科技,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227453/index.m3u8
CCTV第一剧场,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227444/index.m3u8
CCTV电视指南,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227374/index.m3u8
CCTV风云剧场,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227447/index.m3u8
CCTV风云音乐,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227502/index.m3u8
CCTV风云足球,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227377/index.m3u8
CCTV高尔夫网球,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227496/index.m3u8
CCTV怀旧剧场,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227499/index.m3u8
CCTV女性时尚,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227508/index.m3u8
CCTV世界地理,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227450/index.m3u8
CCTV央视台球,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227380/index.m3u8
CCTV央视文化精品,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227505/index.m3u8
体育频道,#genre#
CCTV5体育,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227218/index.m3u8
CCTV5体育,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227338/index.m3u8
CCTV5+体育赛事,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226198/index.m3u8
CCTV5+体育赛事,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226745/index.m3u8
CCTV5+体育赛事,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227236/index.m3u8
CCTV央视台球,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227380/index.m3u8
CCTV风云足球,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227377/index.m3u8
CCTV高尔夫网球,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227496/index.m3u8
辽宁体育休闲,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226764/index.m3u8
辽宁体育休闲,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227334/index.m3u8
五星体育,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226030/index.m3u8
纬来体育,http://hls.szsummer.cn/live/446035/playlist.m3u8?k=32f9ec7c13e4b390289143a8e1b2a898&t=1840341130
BEST羽毛球,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226023/index.m3u8
安徽快乐垂钓,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227441/index.m3u8
游钓中国,http://124.248.69.76:26781/douyu/791411
睛彩广场舞,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227423/index.m3u8
睛彩竞技,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227420/index.m3u8
睛彩篮球,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227478/index.m3u8
武术世界,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227487/index.m3u8
辽宁频道,#genre#
辽宁体育,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226764/index.m3u8
辽宁教育,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227297/index.m3u8
辽宁卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226156/index.m3u8
辽宁卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226689/index.m3u8
辽宁卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226731/index.m3u8
辽宁卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227242/index.m3u8
辽宁北方,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226755/index.m3u8
辽宁北方,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227327/index.m3u8
辽宁影视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226738/index.m3u8
辽宁影视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227331/index.m3u8
辽宁都市,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226760/index.m3u8
辽宁都市,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227355/index.m3u8
辽宁公共,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226766/index.m3u8
辽宁公共,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227224/index.m3u8
辽宁教育,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226763/index.m3u8
辽宁教育,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227297/index.m3u8
辽宁经济,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226735/index.m3u8
辽宁经济,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227322/index.m3u8
辽宁生活,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226761/index.m3u8
辽宁生活,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227319/index.m3u8
沈阳新闻,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227315/index.m3u8
沈阳新闻,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226895/index.m3u8
辽宁北方移动电视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226982/index.m3u8
卫视频道,#genre#
安徽卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226144/index.m3u8
安徽卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226669/index.m3u8
安徽卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226727/index.m3u8
安徽卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226746/index.m3u8
安徽卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227233/index.m3u8
安徽卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227316/index.m3u8
安徽茶频道,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227371/index.m3u8
安徽快乐垂钓,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227441/index.m3u8
北京卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8
北京卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226666/index.m3u8
北京卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226724/index.m3u8
北京卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227340/index.m3u8
北京卫视4K,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226998/index.m3u8
北京卫视4K,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227001/index.m3u8
北京卫视纪实科教,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226730/index.m3u8
北京卫视纪实科教,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227294/index.m3u8
东方财富,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226754/index.m3u8
东方卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226187/index.m3u8
东方卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226697/index.m3u8
东方卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226733/index.m3u8
东方卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227212/index.m3u8
东南卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226784/index.m3u8
东南卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227472/index.m3u8
广东卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226167/index.m3u8
广东卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226686/index.m3u8
广东卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226743/index.m3u8
广东卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227318/index.m3u8
广西卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226830/index.m3u8
广西卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227411/index.m3u8
贵州卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226874/index.m3u8
海南卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226801/index.m3u8
河北卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226774/index.m3u8
河北卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227408/index.m3u8
河南卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226791/index.m3u8
河南卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227353/index.m3u8
黑龙江卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226145/index.m3u8
黑龙江卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226749/index.m3u8
黑龙江卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227288/index.m3u8
湖北卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226705/index.m3u8
湖北卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227230/index.m3u8
吉林卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227163/index.m3u8
吉林卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227310/index.m3u8
江苏卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226160/index.m3u8
江苏卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226672/index.m3u8
江苏卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226902/index.m3u8
江苏卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227303/index.m3u8
江西卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226788/index.m3u8
江西卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227475/index.m3u8
山东卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226739/index.m3u8
山东卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227312/index.m3u8
深圳卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226136/index.m3u8
深圳卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226725/index.m3u8
深圳卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227239/index.m3u8
四川卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226728/index.m3u8
四川卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227245/index.m3u8
天津卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226742/index.m3u8
天津卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227306/index.m3u8
云南卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226816/index.m3u8
云南卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227356/index.m3u8
浙江卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226134/index.m3u8
浙江卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226700/index.m3u8
浙江卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226795/index.m3u8
浙江卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227313/index.m3u8
重庆卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226737/index.m3u8
重庆卫视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227227/index.m3u8
综合频道,#genre#
金鹰纪实,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226714/index.m3u8
金鹰纪实,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227291/index.m3u8
金鹰纪实,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226714/index.m3u8
睛彩广场舞,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227423/index.m3u8
睛彩竞技,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227420/index.m3u8
睛彩篮球,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227478/index.m3u8
睛彩青少,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227417/index.m3u8
梨园频道,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227362/index.m3u8
文物宝库,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227359/index.m3u8
武术世界,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227487/index.m3u8
新动漫,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226818/index.m3u8
电影频道,#genre#
CHC动作电影,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227432/index.m3u8
CHC家庭影院,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227368/index.m3u8
CHC影迷电影,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227490/index.m3u8
欢笑剧场4K,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226858/index.m3u8
刘老师说电影,https://www.goodiptv.club/douyu/8317926
牛叔说电影,http://124.248.69.76:26781/douyu/2758565
牛叔说电影二台,http://124.248.69.76:26781/douyu/10010651
电影笔记,http://124.248.69.76:26781/douyu/9636034
小岛讲电影,http://124.248.69.76:26781/douyu/9390955
史君说剧,http://124.248.69.76:26781/douyu/9419771
篮球人物,http://124.248.69.76:26781/douyu/8434598
篮球公园,http://124.248.69.76:26781/douyu/10228726
篮球长镜头,http://124.248.69.76:26781/douyu/9399887
篮球之家老李,http://124.248.69.76:26781/douyu/9170147
绘说篮球,http://124.248.69.76:26781/douyu/9401305
科幻Fans,http://124.248.69.76:26781/douyu/3508304
看港剧,http://124.248.69.76:26781/douyu/5061550
搞笑视频,http://124.248.69.76:26781/douyu/9419678
世界未解之谜,http://124.248.69.76:26781/douyu/9369468
刘哔电影,http://124.248.69.76:26781/douyu/2632223
开心嘴炮,http://124.248.69.76:26781/douyu/9026377
中二日记搞笑,http://124.248.69.76:26781/douyu/9505575
老邪说电影,http://124.248.69.76:26781/douyu/9222870
逗米说电影,http://124.248.69.76:26781/douyu/421222
洛克电影,http://124.248.69.76:26781/douyu/9414884
科学放映室,http://124.248.69.76:26781/douyu/9439712
音乐台长,http://124.248.69.76:26781/douyu/9629943
卡通频道,#genre#
新动漫,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226818/index.m3u8
金鹰卡通,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226845/index.m3u8
金鹰卡通,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227300/index.m3u8
百事通动画,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226840/index.m3u8
直播中国,#genre#
直播中国,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8
联通线路,#genre#
CCTV1,http://iptv.huuc.edu.cn/hls/cctv1hd.m3u8
CCTV2,http://iptv.huuc.edu.cn/hls/cctv2hd.m3u8
CCTV3,http://iptv.huuc.edu.cn/hls/cctv3hd.m3u8
CCTV4,http://iptv.huuc.edu.cn/hls/cctv4hd.m3u8
CCTV5,http://iptv.huuc.edu.cn/hls/cctv5hd.m3u8
CCTV6,http://iptv.huuc.edu.cn/hls/cctv6hd.m3u8
